,zip,statecode,county,city_town,climate.Zone,city,state,latitude,longitude
17613,45330,OH,PREBLE,GRATIS,5A,Gratis,OH,39.647494,-84.52749
17614,45331,OH,DARKE,GREENVILLE,5A,Greenville,OH,40.094141,-84.63574
17615,45332,OH,DARKE,HOLLANSBURG,5A,Hollansburg,OH,39.998881,-84.79165
17616,45333,OH,SHELBY,HOUSTON,5A,Houston,OH,40.260111,-84.33611
17617,45334,OH,SHELBY,JACKSON CENTER,5A,Jackson Center,OH,40.446467,-84.04389
17618,45335,OH,GREENE,JAMESTOWN,5A,Jamestown,OH,39.62434,-83.74587
17619,45336,OH,SHELBY,KETTLERSVILLE,5A,Kettlersville,OH,40.438744,-84.26309
17620,45337,OH,MIAMI,LAURA,5A,Laura,OH,39.981075,-84.42201
17621,45338,OH,PREBLE,LEWISBURG,5A,Lewisburg,OH,39.849859,-84.54428
17622,45339,OH,MIAMI,LUDLOW FALLS,5A,Ludlow Falls,OH,40.008648,-84.34143
17623,45340,OH,SHELBY,MAPLEWOOD,5A,Maplewood,OH,40.372607,-84.05113
17624,45341,OH,CLARK,MEDWAY,5A,Medway,OH,39.880826,-84.02364
17625,45342,OH,MONTGOMERY,MIAMISBURG,5A,Miamisburg,OH,39.631525,-84.27074
17626,45343,OH,MONTGOMERY,MIAMISBURG,5A,Miamisburg,OH,39.750471,-84.268593
17627,45344,OH,CLARK,NEW CARLISLE,5A,New Carlisle,OH,39.939925,-84.01992
17628,45345,OH,MONTGOMERY,NEW LEBANON,5A,New Lebanon,OH,39.743766,-84.39256
17629,45346,OH,DARKE,NEW MADISON,5A,New Madison,OH,39.971929,-84.70471
17630,45347,OH,PREBLE,NEW PARIS,5A,New Paris,OH,39.876255,-84.77788
17631,45348,OH,DARKE,NEW WESTON,5A,New Weston,OH,40.332705,-84.65016
17632,45349,OH,CLARK,NORTH HAMPTON,5A,North Hampton,OH,39.990945,-83.94049
17633,45350,OH,DARKE,NORTH STAR,5A,North Star,OH,40.135426,-84.619129
17634,45351,OH,DARKE,OSGOOD,5A,Osgood,OH,40.339356,-84.49597
17635,45352,OH,DARKE,PALESTINE,5A,Palestine,OH,40.050308,-84.74442
17636,45353,OH,SHELBY,PEMBERTON,5A,Pemberton,OH,40.294031,-84.03271
17637,45354,OH,MONTGOMERY,PHILLIPSBURG,5A,Phillipsburg,OH,39.904603,-84.40163
17638,45356,OH,MIAMI,PIQUA,5A,Piqua,OH,40.156514,-84.24213
17639,45358,OH,DARKE,PITSBURG,5A,Pitsburg,OH,39.986011,-84.48651
17640,45359,OH,MIAMI,PLEASANT HILL,5A,Pleasant Hill,OH,40.053483,-84.35202
17641,45360,OH,SHELBY,PORT JEFFERSON,5A,Port Jefferson,OH,40.330423,-84.09097
17642,45361,OH,MIAMI,POTSDAM,5A,Potsdam,OH,39.963492,-84.414484
17643,45362,OH,DARKE,ROSSBURG,5A,Rossburg,OH,40.28577,-84.63891
17644,45363,OH,SHELBY,RUSSIA,5A,Russia,OH,40.233304,-84.40459
17645,45365,OH,SHELBY,SIDNEY,5A,Sidney,OH,40.284855,-84.15974
17646,45367,OH,SHELBY,SIDNEY,5A,Sidney,OH,40.333611,-84.218308
17647,45368,OH,CLARK,SOUTH CHARLESTON,5A,South Charleston,OH,39.840367,-83.65813
17648,45369,OH,CLARK,SOUTH VIENNA,5A,South Vienna,OH,39.942716,-83.60235
17649,45370,OH,GREENE,SPRING VALLEY,5A,Spring Valley,OH,39.600367,-84.02586
17650,45371,OH,MIAMI,TIPP CITY,5A,Tipp City,OH,39.954239,-84.17685
17651,45372,OH,CLARK,TREMONT CITY,5A,Tremont City,OH,40.013871,-83.83325
17652,45373,OH,MIAMI,TROY,5A,Troy,OH,40.036525,-84.20629
17653,45377,OH,MONTGOMERY,VANDALIA,5A,Vandalia,OH,39.889356,-84.2051
17654,45378,OH,PREBLE,VERONA,5A,Verona,OH,39.903161,-84.48822
17655,45380,OH,DARKE,VERSAILLES,5A,Versailles,OH,40.231735,-84.49935
17656,45381,OH,PREBLE,WEST ALEXANDRIA,5A,West Alexandria,OH,39.730506,-84.53052
17657,45382,OH,PREBLE,WEST MANCHESTER,5A,West Manchester,OH,39.903258,-84.62255
17658,45383,OH,MIAMI,WEST MILTON,5A,West Milton,OH,39.958117,-84.33335
17659,45384,OH,GREENE,WILBERFORCE,5A,Wilberforce,OH,39.712772,-83.88014
17660,45385,OH,GREENE,XENIA,5A,Xenia,OH,39.682836,-83.92144
17661,45387,OH,GREENE,YELLOW SPRINGS,5A,Yellow Springs,OH,39.797227,-83.89239
17662,45388,OH,DARKE,YORKSHIRE,5A,Yorkshire,OH,40.328535,-84.47938
17663,45389,OH,CHAMPAIGN,CHRISTIANSBURG,5A,Christiansburg,OH,40.055737,-84.02525
17664,45390,OH,DARKE,UNION CITY,5A,Union City,OH,40.20451,-84.78292
17665,45401,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17666,45402,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.757758,-84.18848
17667,45403,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.762708,-84.15294
17668,45404,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.783258,-84.16342
17669,45405,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.788458,-84.21111
17670,45406,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.784108,-84.23841
17671,45409,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.725705,-84.18927
17672,45410,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.748309,-84.15893
17673,45412,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17674,45413,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17675,45414,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.820807,-84.19381
17676,45415,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.837256,-84.26016
17677,45416,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.805207,-84.25804
17678,45417,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.753108,-84.24715
17679,45419,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.713309,-84.16523
17680,45420,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.723909,-84.13453
17681,45422,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.758058,-84.20009
17682,45423,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17683,45424,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.840308,-84.12227
17684,45426,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.802606,-84.30196
17685,45428,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.746656,-84.259292
17686,45429,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.687459,-84.15595
17687,45430,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.710787,-84.08192
17688,45431,OH,GREENE,DAYTON,5A,Dayton,OH,39.765259,-84.10262
17689,45432,OH,GREENE,DAYTON,5A,Dayton,OH,39.74035,-84.09306
17690,45433,OH,GREENE,DAYTON,5A,Dayton,OH,39.813743,-84.05898
17691,45434,OH,GREENE,DAYTON,5A,Dayton,OH,39.719092,-84.03808
17692,45435,OH,GREENE,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17693,45437,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17694,45439,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.695702,-84.21688
17695,45440,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.674192,-84.11029
17696,45441,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17697,45448,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17698,45449,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.664226,-84.24201
17699,45458,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.60828,-84.16413
17700,45459,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.644609,-84.16931
17701,45469,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.740509,-84.178939
17702,45470,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17703,45475,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.750471,-84.268593
17704,45479,OH,MONTGOMERY,DAYTON,5A,Dayton,OH,39.734409,-84.194389
17705,45501,OH,CLARK,SPRINGFIELD,5A,Springfield,OH,39.927059,-83.813228
17706,45502,OH,CLARK,SPRINGFIELD,5A,Springfield,OH,39.926617,-83.8128
17707,45503,OH,CLARK,SPRINGFIELD,5A,Springfield,OH,39.94831,-83.78205
17708,45504,OH,CLARK,SPRINGFIELD,5A,Springfield,OH,39.941827,-83.83702
17709,45505,OH,CLARK,SPRINGFIELD,5A,Springfield,OH,39.91086,-83.78579
17710,45506,OH,CLARK,SPRINGFIELD,5A,Springfield,OH,39.910109,-83.83243
17711,45601,OH,ROSS,CHILLICOTHE,5A,Chillicothe,OH,39.33046,-82.97228
17712,45612,OH,ROSS,BAINBRIDGE,5A,Bainbridge,OH,39.228796,-83.28641
17713,45613,OH,PIKE,BEAVER,4A,Beaver,OH,39.015223,-82.84927
17714,45614,OH,GALLIA,BIDWELL,4A,Bidwell,OH,38.919179,-82.29337
17715,45616,OH,ADAMS,BLUE CREEK,4A,Blue Creek,OH,38.789223,-83.3192
17716,45617,OH,ROSS,BOURNEVILLE,5A,Bourneville,OH,39.280388,-83.158991
17717,45618,OH,ADAMS,CHERRY FORK,4A,Cherry Fork,OH,38.892198,-83.621787
17718,45619,OH,LAWRENCE,CHESAPEAKE,4A,Chesapeake,OH,38.448563,-82.44553
17719,45620,OH,GALLIA,CHESHIRE,4A,Cheshire,OH,38.943285,-82.13589
17720,45621,OH,JACKSON,COALTON,5A,Coalton,OH,39.111094,-82.61105
17721,45622,OH,VINTON,CREOLA,5A,Creola,OH,39.364574,-82.4959
17722,45623,OH,GALLIA,CROWN CITY,4A,Crown City,OH,38.630633,-82.2697
17723,45624,OH,PIKE,CYNTHIANA,4A,Cynthiana,OH,39.172214,-83.34842
17724,45628,OH,ROSS,FRANKFORT,5A,Frankfort,OH,39.390231,-83.19363
17725,45629,OH,SCIOTO,FRANKLIN FURNACE,4A,Franklin Furnace,OH,38.653909,-82.82535
17726,45630,OH,SCIOTO,FRIENDSHIP,4A,Friendship,OH,38.793335,-82.96046
17727,45631,OH,GALLIA,GALLIPOLIS,4A,Gallipolis,OH,38.825478,-82.22755
17728,45634,OH,VINTON,HAMDEN,5A,Hamden,OH,39.171012,-82.50017
17729,45636,OH,SCIOTO,HAVERHILL,4A,Haverhill,OH,38.592446,-82.828817
17730,45638,OH,LAWRENCE,IRONTON,4A,Ironton,OH,38.535109,-82.6737
17731,45640,OH,JACKSON,JACKSON,5A,Jackson,OH,39.034226,-82.63678
17732,45644,OH,ROSS,KINGSTON,5A,Kingston,OH,39.459353,-82.87777
17733,45645,OH,LAWRENCE,KITTS HILL,4A,Kitts Hill,OH,38.557052,-82.53744
17734,45646,OH,PIKE,LATHAM,4A,Latham,OH,39.086218,-83.31764
17735,45647,OH,ROSS,LONDONDERRY,5A,Londonderry,OH,39.282411,-82.76457
17736,45648,OH,SCIOTO,LUCASVILLE,4A,Lucasville,OH,38.911803,-82.98836
17737,45650,OH,ADAMS,LYNX,4A,Lynx,OH,38.746506,-83.40878
17738,45651,OH,VINTON,MC ARTHUR,5A,McArthur,OH,39.267049,-82.46415
17739,45652,OH,SCIOTO,MC DERMOTT,4A,McDermott,OH,38.833053,-83.07498
17740,45653,OH,SCIOTO,MINFORD,4A,Minford,OH,38.877777,-82.84096
17741,45654,OH,VINTON,NEW PLYMOUTH,5A,New Plymouth,OH,39.376504,-82.39503
17742,45656,OH,JACKSON,OAK HILL,5A,Oak Hill,OH,38.879935,-82.58332
17743,45657,OH,SCIOTO,OTWAY,4A,Otway,OH,38.866354,-83.22028
17744,45658,OH,GALLIA,PATRIOT,4A,Patriot,OH,38.766082,-82.41638
17745,45659,OH,LAWRENCE,PEDRO,4A,Pedro,OH,38.67484,-82.61865
17746,45660,OH,ADAMS,PEEBLES,4A,Peebles,OH,38.987596,-83.37752
17747,45661,OH,PIKE,PIKETON,4A,Piketon,OH,39.046079,-83.06459
17748,45662,OH,SCIOTO,PORTSMOUTH,4A,Portsmouth,OH,38.762824,-82.94294
17749,45663,OH,SCIOTO,WEST PORTSMOUTH,4A,West Portsmouth,OH,38.743244,-83.05954
17750,45669,OH,LAWRENCE,PROCTORVILLE,4A,Proctorville,OH,38.468003,-82.35457
17751,45671,OH,SCIOTO,RARDEN,4A,Rarden,OH,38.947693,-83.24361
17752,45672,OH,VINTON,RAY,5A,Ray,OH,39.208053,-82.69077
17753,45673,OH,ROSS,RICHMOND DALE,5A,Richmond Dale,OH,39.204151,-82.81378
17754,45674,OH,GALLIA,RIO GRANDE,4A,Rio Grande,OH,38.881743,-82.38091
17755,45678,OH,LAWRENCE,SCOTTOWN,4A,Scottown,OH,38.615111,-82.38004
17756,45679,OH,ADAMS,SEAMAN,4A,Seaman,OH,38.95352,-83.57108
17757,45680,OH,LAWRENCE,SOUTH POINT,4A,South Point,OH,38.438617,-82.55774
17758,45681,OH,ROSS,SOUTH SALEM,5A,South Salem,OH,39.308063,-83.25664
17759,45682,OH,SCIOTO,SOUTH WEBSTER,4A,South Webster,OH,38.816072,-82.71455
17760,45683,OH,PIKE,STOCKDALE,4A,Stockdale,OH,38.955485,-82.858402
17761,45684,OH,ADAMS,STOUT,4A,Stout,OH,38.664532,-83.29759
17762,45685,OH,GALLIA,THURMAN,4A,Thurman,OH,38.915013,-82.45326
17763,45686,OH,GALLIA,VINTON,4A,Vinton,OH,38.99754,-82.36215
17764,45688,OH,LAWRENCE,WATERLOO,4A,Waterloo,OH,38.734463,-82.52163
17765,45690,OH,PIKE,WAVERLY,4A,Waverly,OH,39.123071,-83.0009
17766,45692,OH,JACKSON,WELLSTON,5A,Wellston,OH,39.117212,-82.54811
17767,45693,OH,ADAMS,WEST UNION,4A,West Union,OH,38.795145,-83.54335
17768,45694,OH,SCIOTO,WHEELERSBURG,4A,Wheelersburg,OH,38.729816,-82.8004
17769,45695,OH,VINTON,WILKESVILLE,5A,Wilkesville,OH,39.137773,-82.36543
17770,45696,OH,LAWRENCE,WILLOW WOOD,4A,Willow Wood,OH,38.592851,-82.46212
17771,45697,OH,ADAMS,WINCHESTER,4A,Winchester,OH,38.939364,-83.67195
17772,45698,OH,VINTON,ZALESKI,5A,Zaleski,OH,39.282728,-82.39623
17773,45699,OH,SCIOTO,LUCASVILLE,4A,Lucasville,OH,38.793335,-82.96046
17774,45701,OH,ATHENS,ATHENS,5A,Athens,OH,39.322847,-82.09728
17775,45710,OH,ATHENS,ALBANY,5A,Albany,OH,39.202517,-82.21421
17776,45711,OH,ATHENS,AMESVILLE,5A,Amesville,OH,39.429095,-81.94337
17777,45712,OH,WASHINGTON,BARLOW,4A,Barlow,OH,39.40032,-81.66209
17778,45713,OH,WASHINGTON,BARTLETT,4A,Bartlett,OH,39.419647,-81.8164
17779,45714,OH,WASHINGTON,BELPRE,4A,Belpre,OH,39.297622,-81.5958
17780,45715,OH,WASHINGTON,BEVERLY,4A,Beverly,OH,39.58849,-81.62932
17781,45716,OH,ATHENS,BUCHTEL,5A,Buchtel,OH,39.462005,-82.18021
17782,45719,OH,ATHENS,CHAUNCEY,5A,Chauncey,OH,39.4001,-82.12856
17783,45720,OH,MEIGS,CHESTER,5A,Chester,OH,39.085629,-81.921443
17784,45721,OH,WASHINGTON,COAL RUN,4A,Coal Run,OH,39.430738,-81.44512
17785,45723,OH,ATHENS,COOLVILLE,5A,Coolville,OH,39.22241,-81.81945
17786,45724,OH,WASHINGTON,CUTLER,4A,Cutler,OH,39.363901,-81.78854
17787,45727,OH,NOBLE,DEXTER CITY,5A,Dexter City,OH,39.649854,-81.47113
17788,45729,OH,WASHINGTON,FLEMING,4A,Fleming,OH,39.420916,-81.5936
17789,45732,OH,ATHENS,GLOUSTER,5A,Glouster,OH,39.506243,-82.0779
17790,45734,OH,MONROE,GRAYSVILLE,5A,Graysville,OH,39.628144,-81.19164
17791,45735,OH,ATHENS,GUYSVILLE,5A,Guysville,OH,39.262298,-81.92977
17792,45739,OH,ATHENS,HOCKINGPORT,5A,Hockingport,OH,39.197888,-81.744573
17793,45740,OH,ATHENS,JACKSONVILLE,5A,Jacksonville,OH,39.475889,-82.07959
17794,45741,OH,MEIGS,LANGSVILLE,5A,Langsville,OH,39.07348,-82.244
17795,45742,OH,WASHINGTON,LITTLE HOCKING,4A,Little Hocking,OH,39.273206,-81.70889
17796,45743,OH,MEIGS,LONG BOTTOM,5A,Long Bottom,OH,39.077704,-81.84506
17797,45744,OH,WASHINGTON,LOWELL,4A,Lowell,OH,39.533021,-81.50986
17798,45745,OH,WASHINGTON,LOWER SALEM,4A,Lower Salem,OH,39.611675,-81.34495
17799,45746,OH,WASHINGTON,MACKSBURG,4A,Macksburg,OH,39.627217,-81.45532
17800,45750,OH,WASHINGTON,MARIETTA,4A,Marietta,OH,39.426551,-81.44373
17801,45760,OH,MEIGS,MIDDLEPORT,5A,Middleport,OH,39.006757,-82.08208
17802,45761,OH,ATHENS,MILLFIELD,5A,Millfield,OH,39.431016,-82.09986
17803,45764,OH,ATHENS,NELSONVILLE,5A,Nelsonville,OH,39.450463,-82.22975
17804,45766,OH,ATHENS,NEW MARSHFIELD,5A,New Marshfield,OH,39.32502,-82.2586
17805,45767,OH,WASHINGTON,NEW MATAMORAS,4A,New Matamoras,OH,39.524674,-81.12031
17806,45768,OH,WASHINGTON,NEWPORT,4A,Newport,OH,39.397077,-81.25508
17807,45769,OH,MEIGS,POMEROY,5A,Pomeroy,OH,39.092281,-82.028
17808,45770,OH,MEIGS,PORTLAND,5A,Portland,OH,38.988699,-81.8019
17809,45771,OH,MEIGS,RACINE,5A,Racine,OH,38.978044,-81.91206
17810,45772,OH,MEIGS,REEDSVILLE,5A,Reedsville,OH,39.143542,-81.83724
17811,45773,OH,WASHINGTON,RENO,4A,Reno,OH,39.471663,-81.28018
17812,45775,OH,MEIGS,RUTLAND,5A,Rutland,OH,39.089885,-82.16773
17813,45776,OH,ATHENS,SHADE,5A,Shade,OH,39.191685,-82.01828
17814,45778,OH,ATHENS,STEWART,5A,Stewart,OH,39.341224,-81.88561
17815,45779,OH,MEIGS,SYRACUSE,5A,Syracuse,OH,38.999757,-81.97282
17816,45780,OH,ATHENS,THE PLAINS,5A,The Plains,OH,39.370636,-82.13406
17817,45782,OH,ATHENS,TRIMBLE,5A,Trimble,OH,39.483798,-82.07788
17818,45783,OH,MEIGS,TUPPERS PLAINS,5A,Tuppers Plains,OH,39.168349,-81.842313
17819,45784,OH,WASHINGTON,VINCENT,4A,Vincent,OH,39.389346,-81.68122
17820,45786,OH,WASHINGTON,WATERFORD,4A,Waterford,OH,39.526685,-81.66109
17821,45788,OH,WASHINGTON,WHIPPLE,4A,Whipple,OH,39.5103,-81.37669
17822,45789,OH,WASHINGTON,WINGETT RUN,4A,Wingett Run,OH,39.551002,-81.256
17823,45801,OH,ALLEN,LIMA,5A,Lima,OH,40.759451,-84.08458
17824,45802,OH,ALLEN,LIMA,5A,Lima,OH,40.781785,-84.138566
17825,45804,OH,ALLEN,LIMA,5A,Lima,OH,40.72255,-84.08979
17826,45805,OH,ALLEN,LIMA,5A,Lima,OH,40.739517,-84.14468
17827,45806,OH,ALLEN,LIMA,5A,Lima,OH,40.668448,-84.1331
17828,45807,OH,ALLEN,LIMA,5A,Lima,OH,40.7953,-84.16573
17829,45808,OH,ALLEN,BEAVERDAM,5A,Beaverdam,OH,40.832363,-83.97343
17830,45809,OH,ALLEN,GOMER,5A,Gomer,OH,40.844554,-84.18324
17831,45810,OH,HARDIN,ADA,5A,Ada,OH,40.774039,-83.81821
17832,45812,OH,HARDIN,ALGER,5A,Alger,OH,40.696862,-83.8231
17833,45813,OH,PAULDING,ANTWERP,5A,Antwerp,OH,41.18312,-84.73533
17834,45814,OH,HANCOCK,ARLINGTON,5A,Arlington,OH,40.892253,-83.64338
17835,45815,OH,PUTNAM,BELMORE,5A,Belmore,OH,41.153855,-83.941281
17836,45816,OH,HANCOCK,BENTON RIDGE,5A,Benton Ridge,OH,41.00433,-83.79265
17837,45817,OH,ALLEN,BLUFFTON,5A,Bluffton,OH,40.886803,-83.89259
17838,45819,OH,AUGLAIZE,BUCKLAND,5A,Buckland,OH,40.623695,-84.26087
17839,45820,OH,ALLEN,CAIRO,5A,Cairo,OH,40.831339,-84.08602
17840,45821,OH,PAULDING,CECIL,5A,Cecil,OH,41.230816,-84.57771
17841,45822,OH,MERCER,CELINA,5A,Celina,OH,40.542778,-84.58232
17842,45826,OH,MERCER,CHICKASAW,5A,Chickasaw,OH,40.428177,-84.633484
17843,45827,OH,PUTNAM,CLOVERDALE,5A,Cloverdale,OH,41.009008,-84.30617
17844,45828,OH,MERCER,COLDWATER,5A,Coldwater,OH,40.480128,-84.64678
17845,45830,OH,PUTNAM,COLUMBUS GROVE,5A,Columbus Grove,OH,40.900986,-84.06783
17846,45831,OH,PUTNAM,CONTINENTAL,5A,Continental,OH,41.103903,-84.25371
17847,45832,OH,VAN WERT,CONVOY,5A,Convoy,OH,40.929839,-84.73138
17848,45833,OH,ALLEN,DELPHOS,5A,Delphos,OH,40.841409,-84.34178
17849,45835,OH,HARDIN,DOLA,5A,Dola,OH,40.768846,-83.70007
17850,45836,OH,HARDIN,DUNKIRK,5A,Dunkirk,OH,40.790676,-83.63856
17851,45837,OH,PUTNAM,DUPONT,5A,Dupont,OH,41.054934,-84.30075
17852,45838,OH,VAN WERT,ELGIN,5A,Elgin,OH,40.740456,-84.47602
17853,45839,OH,HANCOCK,FINDLAY,5A,Findlay,OH,40.993263,-83.650714
17854,45840,OH,HANCOCK,FINDLAY,5A,Findlay,OH,41.037325,-83.64576
17855,45841,OH,HANCOCK,JENERA,5A,Jenera,OH,40.881217,-83.73199
17856,45843,OH,HARDIN,FOREST,5A,Forest,OH,40.782854,-83.52862
17857,45844,OH,PUTNAM,FORT JENNINGS,5A,Fort Jennings,OH,40.914909,-84.28717
17858,45845,OH,SHELBY,FORT LORAMIE,5A,Fort Loramie,OH,40.338583,-84.38348
17859,45846,OH,MERCER,FORT RECOVERY,5A,Fort Recovery,OH,40.409441,-84.75912
17860,45848,OH,PUTNAM,GLANDORF,5A,Glandorf,OH,41.096421,-84.112031
17861,45849,OH,PAULDING,GROVER HILL,5A,Grover Hill,OH,41.012,-84.46683
17862,45850,OH,ALLEN,HARROD,5A,Harrod,OH,40.713499,-83.93098
17863,45851,OH,PAULDING,HAVILAND,5A,Haviland,OH,41.030911,-84.60213
17864,45853,OH,PUTNAM,KALIDA,5A,Kalida,OH,40.983471,-84.20027
17865,45854,OH,ALLEN,LAFAYETTE,5A,Lafayette,OH,40.758211,-83.949934
17866,45855,OH,PAULDING,LATTY,5A,Latty,OH,41.088144,-84.58332
17867,45856,OH,PUTNAM,LEIPSIC,5A,Leipsic,OH,41.112413,-83.99136
17868,45858,OH,HANCOCK,MC COMB,5A,McComb,OH,41.106245,-83.80463
17869,45859,OH,HARDIN,MC GUFFEY,5A,McGuffey,OH,40.691866,-83.78457
17870,45860,OH,MERCER,MARIA STEIN,5A,Maria Stein,OH,40.400409,-84.51744
17871,45861,OH,PAULDING,MELROSE,5A,Melrose,OH,41.090714,-84.41948
17872,45862,OH,MERCER,MENDON,5A,Mendon,OH,40.669102,-84.52245
17873,45863,OH,VAN WERT,MIDDLE POINT,5A,Middle Point,OH,40.892251,-84.45548
17874,45864,OH,PUTNAM,MILLER CITY,5A,Miller City,OH,41.103776,-84.131541
17875,45865,OH,AUGLAIZE,MINSTER,5A,Minster,OH,40.391924,-84.37211
17876,45866,OH,MERCER,MONTEZUMA,5A,Montezuma,OH,40.488771,-84.54783
17877,45867,OH,HANCOCK,MOUNT BLANCHARD,5A,Mount Blanchard,OH,40.903089,-83.54591
17878,45868,OH,HANCOCK,MOUNT CORY,5A,Mount Cory,OH,40.958861,-83.8356
17879,45869,OH,AUGLAIZE,NEW BREMEN,5A,New Bremen,OH,40.452556,-84.38731
17880,45870,OH,AUGLAIZE,NEW HAMPSHIRE,5A,New Hampshire,OH,40.555807,-83.95347
17881,45871,OH,AUGLAIZE,NEW KNOXVILLE,5A,New Knoxville,OH,40.491725,-84.31129
17882,45872,OH,WOOD,NORTH BALTIMORE,5A,North Baltimore,OH,41.18394,-83.67053
17883,45873,OH,PAULDING,OAKWOOD,5A,Oakwood,OH,41.107804,-84.39098
17884,45874,OH,VAN WERT,OHIO CITY,5A,Ohio City,OH,40.780889,-84.65726
17885,45875,OH,PUTNAM,OTTAWA,5A,Ottawa,OH,41.020852,-84.04649
17886,45876,OH,PUTNAM,OTTOVILLE,5A,Ottoville,OH,40.931687,-84.33877
17887,45877,OH,PUTNAM,PANDORA,5A,Pandora,OH,40.945888,-83.9514
17888,45879,OH,PAULDING,PAULDING,5A,Paulding,OH,41.137873,-84.56377
17889,45880,OH,PAULDING,PAYNE,5A,Payne,OH,41.072614,-84.7317
17890,45881,OH,HANCOCK,RAWSON,5A,Rawson,OH,40.954985,-83.78216
17891,45882,OH,MERCER,ROCKFORD,5A,Rockford,OH,40.682303,-84.67806
17892,45883,OH,MERCER,SAINT HENRY,5A,Saint Henry,OH,40.413734,-84.6325
17893,45885,OH,AUGLAIZE,SAINT MARYS,5A,Saint Marys,OH,40.550005,-84.39308
17894,45886,OH,VAN WERT,SCOTT,5A,Scott,OH,40.9871,-84.6073
17895,45887,OH,ALLEN,SPENCERVILLE,5A,Spencerville,OH,40.711394,-84.35509
17896,45888,OH,AUGLAIZE,UNIOPOLIS,5A,Uniopolis,OH,40.601985,-84.08653
17897,45889,OH,HANCOCK,VAN BUREN,5A,Van Buren,OH,41.14062,-83.64464
17898,45890,OH,HANCOCK,VANLUE,5A,Vanlue,OH,40.973064,-83.48845
17899,45891,OH,VAN WERT,VAN WERT,5A,Van Wert,OH,40.874092,-84.57871
17900,45893,OH,PUTNAM,VAUGHNSVILLE,5A,Vaughnsville,OH,40.882077,-84.148028
17901,45894,OH,VAN WERT,VENEDOCIA,5A,Venedocia,OH,40.755619,-84.48041
17902,45895,OH,AUGLAIZE,WAPAKONETA,5A,Wapakoneta,OH,40.56914,-84.17288
17903,45896,OH,AUGLAIZE,WAYNESFIELD,5A,Waynesfield,OH,40.593532,-83.94417
17904,45898,OH,VAN WERT,WILLSHIRE,5A,Willshire,OH,40.74011,-84.77607
17905,45899,OH,VAN WERT,WREN,5A,Wren,OH,40.799531,-84.77422
17906,45999,OH,HAMILTON,CINCINNATI,4A,Cincinnati,OH,39.166759,-84.53822
17907,46001,IN,MADISON,ALEXANDRIA,5A,Alexandria,IN,40.257082,-85.673
17908,46011,IN,MADISON,ANDERSON,5A,Anderson,IN,40.112913,-85.737
17909,46012,IN,MADISON,ANDERSON,5A,Anderson,IN,40.132892,-85.65097
17910,46013,IN,MADISON,ANDERSON,5A,Anderson,IN,40.061092,-85.67672
17911,46014,IN,MADISON,ANDERSON,5A,Anderson,IN,40.161733,-85.719659
17912,46015,IN,MADISON,ANDERSON,5A,Anderson,IN,40.093792,-85.657825
17913,46016,IN,MADISON,ANDERSON,5A,Anderson,IN,40.098641,-85.68452
17914,46017,IN,MADISON,ANDERSON,5A,Anderson,IN,40.096343,-85.60147
17915,46018,IN,MADISON,ANDERSON,5A,Anderson,IN,40.161733,-85.719659
17916,46030,IN,HAMILTON,ARCADIA,5A,Arcadia,IN,40.17449,-86.01736
